;NOMBRE;NOMBRE-VIA;TIPO DE LUGAR;DISTRITO;DISTANCIA_SEDES;name;address;DISTANCIA_BICIS;DISTANCIA TOTAL
124;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Santa Engracia 14;Calle Santa Engracia nº 14;POINT (4500557.868123823 -411802.4516897136);7602.401380407429
200;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Rubén Darío;Glorieta Rubén Darío 2;POINT (4500993.338839858 -411226.6909641492);7603.413362160023
16;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);San Bernardo;Calle San Bernardo nº 22;POINT (4499875.802471784 -413006.0561038951);7609.594405804793
54;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Barceló;Calle Barceló nº 7;POINT (4500277.743757191 -412215.8739185985);7615.826388545017
17;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Carlos Cambronero;Plaza de Carlos Cambronero nº 2;POINT (4499897.264869608 -412596.0663845149);7766.373443302818
55;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de San Ildefonso;Plaza de San Ildefonso;POINT (4499976.390763665 -412401.1843761311);7786.631750917154
8;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Alonso Martínez;Plaza de Alonso Martínez nº 5;POINT (4500409.701881577 -411660.0450265493);7805.218355428102
149;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);María Francisca 1;Calle María Francisca nº 1;POINT (4502230.621584177 -409794.5433319392);7805.816492103467
156;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Velázquez 130;Calle Velázquez nº 130;POINT (4501594.642201326 -410289.9240125625);7821.419342029082
30;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);San Quintín;Calle Pavía nº 6;POINT (4499445.819806646 -413451.990045185);7842.422453061689
161;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Castellana 42;Paseo de la Castellana nº 42;POINT (4501026.467520318 -410820.6351983233);7845.539704007204
22;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Santo Domingo;Plaza de Santo Domingo nº 1;POINT (4499565.365807809 -413075.0070087528);7867.343878234076
7;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Hortaleza;Calle Hortaleza nº 75;POINT (4500111.632813029 -411920.0940713277);7911.485090262325
2;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Miguel Moya;Calle Miguel Moya nº 1;POINT (4499599.340516399 -412820.3206106317);7937.930752803354
21;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Jacometrezo;Calle Jacometrezo nº 3;POINT (4499542.534180247 -412897.9725061509);7958.081370836545
6;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Colegio Arquitectos;Calle Hortaleza nº 63;POINT (4499995.571111929 -411995.4472918063);7971.120977309091
23;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Palacio de Oriente;Calle Carlos III nº 1;POINT (4499300.937489377 -413361.4086785797);8009.483661691601
218;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta del Ángel;Plaza Puerta del Ángel nº 4;POINT (4498839.629519532 -415327.6677751078);8024.187862458407
36;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza Ramales;Plaza de Ramales;POINT (4499177.595493579 -413488.3564793401);8083.509369539448
213;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Desengaño;Calle Desengaño nº 1;POINT (4499599.496363685 -412435.2970662623);8104.658046023352
192;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Velázquez-Diego de León;Calle Velázquez nº 91;POINT (4501129.393521504 -410337.3885030076);8106.125710350733
198;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Prosperidad;Calle Suero de Quiñones nº 2;POINT (4502220.936788478 -409395.4094541799);8137.320630688223
58;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Augusto Figueroa;Calle Augusto Figueroa nº 33;POINT (4499788.316483969 -411933.8707106047);8180.639489099871
212;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Tres Cruces;Calle Tres Cruces nº 7;POINT (4499497.527710119 -412466.9221508605);8181.601665464248
102;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Ortega y Gasset;Calle José Ortega y Gasset nº 4;POINT (4500688.200983644 -410666.0932715982);8200.46018425288
18;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de Pedro Zerolo;Plaza de Pedro Zerolo nº 1;POINT (4499620.346504311 -412129.6665234389);8229.254810011353
169;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Segovia 45;Calle Segovia nº 45;POINT (4498836.512573789 -414119.4166486443);8232.482383359467
26;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de las Salesas;Plaza de las Salesas 7;POINT (4499962.954501126 -411552.3644858565);8235.458576540048
10;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de la Ensenada;Calle Marqués de la Ensenada nº 16;POINT (4500127.150750047 -411291.8925134224);8248.334089684076
25;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de Celenque B;Plaza de Celenque nº 1;POINT (4499230.817342127 -412880.8045268614);8251.028083250254
24;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de Celenque A;Plaza de Celenque nº 1;POINT (4499241.080999179 -412813.3597196625);8268.192678212448
56;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza del Carmen ;Plaza del Carmen nº 1;POINT (4499357.844013072 -412530.272747613);8279.411916832369
103;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Castellana;Paseo de la Castellana nº 4;POINT (4500287.450816788 -411006.322315812);8291.143902348611
9;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de San Miguel;Plaza de San Miguel nº 9;POINT (4499044.646625726 -413229.3742149966);8295.57249181207
31;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Calle Mayor;Calle Mayor nº 20;POINT (4499129.037931696 -412938.0534466859);8322.867666155358
87;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Embajada de Italia;Calle Velázquez nº 75;POINT (4500798.140112751 -410364.9413433588);8323.227765941327
168;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Segovia 26;Calle Segovia nº 26;POINT (4498847.343960243 -413683.9434243559);8337.810765770495
19;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Prim;Calle Prim nº 2;POINT (4499741.050228179 -411666.5150099347);8360.13195053639
92;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de Colón;Calle Goya nº 1;POINT (4500168.851031297 -410982.874361928);8399.269640852846
35;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza del Cordón;Plaza del Cordón;POINT (4498887.396713031 -413320.8590420586);8412.543949808163
196;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Avenida de América 2;Calle Francisco Silvela nº 86;POINT (4501454.079080301 -409627.8106793762);8414.44566869692
104;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Serrano;Calle Serrano nº 54;POINT (4500311.941104763 -410768.7196144423);8420.355972101232
197;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Avenida de América 1;Calle Padre Indalecio Hernández nº 1;POINT (4501673.623380044 -409429.4988002647);8432.09930512041
0;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta del Sol A;Puerta del Sol nº 1;POINT (4499223.648366921 -412373.2851572837);8468.640459411954
1;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta del Sol B;Puerta del Sol nº 1;POINT (4499234.670122574 -412347.498528782);8470.152743740085
33;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Carretas;Calle Carretas nº 8;POINT (4499144.633792356 -412512.6363122115);8479.689523419056
32;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de la Provincia;Plaza de la Provincia nº 1;POINT (4498978.322473111 -412849.5139680046);8495.968957135354
160;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Diego de León 52;Calle Diego de León nº 52;POINT (4501158.781867075 -409769.4558894621);8499.892735020338
93;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Biblioteca Nacional;Paseo de Recoletos nº 20;POINT (4499891.743422865 -411137.5060231353);8529.605421894195
226;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Caramuel;Calle Caramuel nº 51;POINT (4498324.476616229 -415351.7319152079);8534.91311310849
91;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Claudio Coello;Calle Claudio Coello nº 45;POINT (4500234.518398915 -410667.911541748);8544.177407896554
28;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Sevilla;Calle Alcalá nº 27;POINT (4499328.077181233 -411994.3094633275);8550.579797391103
105;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Colón A;Calle Serrano nº 34;POINT (4500101.569531062 -410799.1394214677);8565.265779006448
106;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Colón B;Calle Serrano nº 34;POINT (4500086.296496924 -410801.6269968595);8575.723493430474
109;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de Salamanca;Calle José Ortega y Gasset nº 30;POINT (4500652.367239557 -410120.636040573);8597.602166125745
20;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Banco de España A;Calle Alcalá nº 49;POINT (4499448.569398068 -411662.4099169793);8611.522318536592
34;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Jacinto Benavente;Plaza de Jacinto Benavente;POINT (4498941.097235389 -412579.4785305898);8637.003696963207
37;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de San Francisco;Plaza de San Francisco nº 5;POINT (4498509.678548819 -413743.0334481568);8645.16672365642
40;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Conde de Romanones;Plaza del Conde de Romanones nº 9;POINT (4498853.05465012 -412719.8339501668);8661.6566695821
86;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Ayala;Calle Ayala nº 44;POINT (4500394.985444895 -410300.9451425164);8662.434768151006
38;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de los Carros;Carrera de San Francisco nº 1;POINT (4498576.926653208 -413448.8888590888);8666.052685719837
39;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de la Cebada;Plaza de la Cebada nº 16 ;POINT (4498562.488515252 -413154.1092953339);8774.465588341427
85;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Cibeles;Plaza Cibeles;POINT (4499383.714662732 -411426.8470284207);8790.19909795658
52;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de Santa Ana;Plaza de Santa Ana nº 10;POINT (4498912.944536167 -412248.60329872);8802.531768789097
94;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Villanueva;Calle Claudio Coello nº 109;POINT (4499829.749598443 -410724.6348941579);8825.501134306473
107;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Columela;Calle Serrano nº 8;POINT (4499703.535559781 -410878.8087952816);8833.82588350726
225;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Ermita Santo;Paseo de la Ermita del Santo nº 48;POINT (4498068.615450309 -414900.5668678451);8839.86626235484
89;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);General Pardiñas;Calle Goya nº 18;POINT (4500094.433951701 -410360.17815948);8849.289311335919
193;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Diego de león;Calle Alonso Heredia nº 1;POINT (4501163.401625942 -409268.3776613383);8876.673066512887
29;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de Cubas;Calle del Marqués de Cubas nº 25;POINT (4499117.694475584 -411692.9750153535);8881.402865403139
164;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Juan Bravo 50;Calle Juan Bravo nº 50;POINT (4500910.339027523 -409475.3565744966);8884.735372003292
238;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Paseo Imperial;Paseo Imperial nº 20;POINT (4498159.463166549 -414089.7853865778);8897.72039227601
252;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Corazón de María;Calle Santa Hortensia nº 31;POINT (4502228.862736222 -408468.5763648933);8912.796323298542
188;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);General Pardiñas;Calle General Pardiñas nº 56;POINT (4500541.871512996 -409745.550875684);8940.062216652692
60;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de la Independencia;Plaza de la Independencia nº 6;POINT (4499506.210630401 -410874.4694788163);8996.20617227116
41;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Antón Martín;Calle Atocha nº 54;POINT (4498666.049037537 -412069.9304649164);9102.895241586466
44;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de Nelson Mandela;Calle Mesón de Paredes nº 35;POINT (4498394.095521529 -412622.3258442401);9122.670050573202
90;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Príncipe de Vergara;Calle Hermosilla nº 70;POINT (4500216.651620643 -409797.5774739215);9135.595015633655
45;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta de Toledo;Glorieta de la Puerta de Toledo nº 1;POINT (4498090.649721576 -413401.4898074972);9144.053717712382
43;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Jesús y María;Calle Lavapiés nº 34;POINT (4498438.033324544 -412447.8355465636);9150.38921427124
101;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Velázquez;Calle Alcalá nº 95;POINT (4499665.197127152 -410386.4258711423);9163.641408085745
27;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Huertas;Calle Jesús nº 1;POINT (4498785.728622088 -411679.8454080719);9177.331690081637
245;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Cartagena;Calle Cartagena nº 34;POINT (4501206.94981074 -408835.5694681148);9187.41228040826
64;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Antonio Maura;Calle Antonio Maura nº 15;POINT (4499164.615640952 -410988.3961203113);9212.529040535715
243;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Camilo José Cela;Avenida de Camilo José Cela nº 23;POINT (4501515.304800238 -408575.6623587617);9213.25677105049
95;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Castelló;Calle Alcalá nº 111;POINT (4499763.581293114 -410180.7725031095);9217.755080109955
42;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Santa Isabel;Calle Atocha nº 95;POINT (4498499.492815413 -411971.4413447194);9295.861449183765
194;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Avenida de los Toreros;Avenida de los Toreros nº 3;POINT (4500854.189476366 -408980.2030483828);9296.009361426406
96;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Alcalá;Avenida de Menéndez Pelayo nº 3;POINT (4499789.50760252 -409995.5554384995);9318.262471058522
88;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Conde Peñalver;Calle Ayala nº 102;POINT (4500341.796992193 -409402.503963725);9325.218901851991
